chunk_id,page,tokens,text
T_00187,184,295,"the edges. The cytoplasm and flagella of trophozoites of Giardia intestinalis stain blue and their nuclei stain red. Cysts of G. intestinalis also stain blue and their nuclei stain red. Note: G Leave freshly prepared stains for 3 days before use. G Use rainwater to prepare the stains if the local well-water supply is too salty. G Cover the jars containing the staining solutions to prevent evaporation and absorption of dust. G Avoid carrying over one staining solution to another. Eosin stain for faecal trophozoites and cysts Materials and reagents G Microscope G Microscope slides G Slide rack G Coverslips G Eosin, 1% solution (reagent no. 23). Method 1. Emulsify a small portion of stool in 1% eosin solution on a clean slide. Spread over an area of approximately 2cm ¥ 1cm. 2. Put a coverslip on the slide and place it on the microscope stage. 3. Use the ¥10 objective to examine the smear systematically for unstained trophozoites and cysts. Examine in more detail with the ¥40 objective. Fig. 4.23 Balantidium coli trophozoite <> 118 Manual of basic techniques for a health laboratory The eosin stain provides a pink background against which unstained trophozoites and cysts are clearly visible. Note: If 1% eosin solution is not available, use a drop of Field stain B (see above). 4.3.2 Identification of cysts Cysts are the resistant forms of certain intestinal amoebae, flagellates and ciliates. They are small, round and non-motile and may have one or several nuclei. Measurement of cysts is useful for the correct identi fication of species. Importance of cysts The clinical importance of cysts varies from country to country. The cyst is the infective form of the organism. Healthy persons may be asymptomatic carriers of cysts and are, therefore, a public health hazard."
T_00188,185,242,"which unstained trophozoites and cysts are clearly visible. Note: If 1% eosin solution is not available, use a drop of Field stain B (see above). 4.3.2 Identification of cysts Cysts are the resistant forms of certain intestinal amoebae, flagellates and ciliates. They are small, round and non-motile and may have one or several nuclei. Measurement of cysts is useful for the correct identi fication of species. Importance of cysts The clinical importance of cysts varies from country to country. The cyst is the infective form of the organism. Healthy persons may be asymptomatic carriers of cysts and are, therefore, a public health hazard. The most important problem in the laboratory is the precise identi fication of cysts of Entamoeba histolytica, Giardia intestinalis and Balantidium coli. Some of the features used in the identi fication of these cysts and those of other intestinal protozoa are illustrated in Fig. 4.24. Identifi cation of cysts of amoebae Entamoeba histolytica (Fig. 4.25) Size: 12–15mm (1–2 erythrocytes). Shape: round. Nuclei: 1–4 nuclei: membrane — thin, regular, circular karyosome — small, compact, central (like a black dot). Cytoplasm: yellowish-grey after staining with iodine solution, granular; “dirty” appearance. Chromatoid bodies: oblong, rounded at ends (sausage-shaped); not found in all cysts. V acuole: sometimes a large glycogen vacuole (stained reddish-brown by iodine solution) in young cysts with one or two nuclei. E. histolytica may cause dysentery. Identification of cysts of other amoebae that do not cause disease may be difficult."
T_00189,185,222,"throcytes). Shape: round. Nuclei: 1–4 nuclei: membrane — thin, regular, circular karyosome — small, compact, central (like a black dot). Cytoplasm: yellowish-grey after staining with iodine solution, granular; “dirty” appearance. Chromatoid bodies: oblong, rounded at ends (sausage-shaped); not found in all cysts. V acuole: sometimes a large glycogen vacuole (stained reddish-brown by iodine solution) in young cysts with one or two nuclei. E. histolytica may cause dysentery. Identification of cysts of other amoebae that do not cause disease may be difficult. The main thing is to differentiate between them and the cysts of E. histolytica. Entamoeba coli (Fig. 4.26) Size: 12–20mm (1–2 erythrocytes; slightly larger than the cyst of E. histolytica). Shape: round or slightly oval, sometimes irregular. Nuclei: 1–8 nuclei: membrane — irregular, thick in parts, not a perfect circle karyosome — large, diffuse, often eccentric. Cytoplasm: pale yellow after staining with iodine solution, bright (as compared with E. histolytica). Chromatoid bodies: sharp or jagged ends (dagger-shaped or needle-shaped); not found in all cysts. V acuole: sometimes a very large vacuole (stained reddish-brown by iodine solution) compressing two nuclei, one at either pole. <> 4. Parasitology 119 Fig. 4.24 Features for the identi fi cation of cysts of intestinal protozoa <> 120 Manual of basic techniques for a health laboratory Entamoeba hartmanni (Fig. 4.27) Size: 4–8mm (same diameter as an erythrocyte)."
T_00190,187,205,"bright (as compared with E. histolytica). Chromatoid bodies: sharp or jagged ends (dagger-shaped or needle-shaped); not found in all cysts. V acuole: sometimes a very large vacuole (stained reddish-brown by iodine solution) compressing two nuclei, one at either pole. <> 4. Parasitology 119 Fig. 4.24 Features for the identi fi cation of cysts of intestinal protozoa <> 120 Manual of basic techniques for a health laboratory Entamoeba hartmanni (Fig. 4.27) Size: 4–8mm (same diameter as an erythrocyte). Nuclei: 1–4 nuclei, identical to those of E. histolytica (see above). Endolimax nanus (Fig. 4.28) Fig. 4.25 Entamoeba histolytica cysts Fig. 4.26 Entamoeba coli cysts Fig. 4.27 Entamoeba hartmanni cysts Fig. 4.28 Endolimax nanus cysts Size: 8–10mm. Shape: more or less oval. Nuclei: 1–4 nuclei: membrane — cannot be seen karyosome — large, irregular outline. Cytoplasm: clear, without granules, stained yellow by iodine solution. Iodamoeba butschlii (Fig. 4.29) Size: 8–10mm. Shape: varies (round, oval or irregular). Nucleus: almost always a single nucleus: membrane — cannot be seen karyosome — very large, oval, pressed against a cluster of granules. V acuole: a very large glycogen vacuole (stained reddish-brown by iodine solution, hence the name Iodamoeba), often taking up half of the cyst. Dientamoeba fragilis Not found in cyst form."
T_00191,189,224,"cannot be seen karyosome — large, irregular outline. Cytoplasm: clear, without granules, stained yellow by iodine solution. Iodamoeba butschlii (Fig. 4.29) Size: 8–10mm. Shape: varies (round, oval or irregular). Nucleus: almost always a single nucleus: membrane — cannot be seen karyosome — very large, oval, pressed against a cluster of granules. V acuole: a very large glycogen vacuole (stained reddish-brown by iodine solution, hence the name Iodamoeba), often taking up half of the cyst. Dientamoeba fragilis Not found in cyst form. <> 4. Parasitology 121 Identifi cation of cysts of fl agellates Giardia intestinalis (Fig. 4.30) Size: 8–12mm. Shape: oval, one pole more rounded than the other. Shell: often appears to be thick with a double wall; the second wall is the membrane of the cytoplasm. Nuclei: 2–4 oval nuclei (not clearly seen): membrane — very fine karyosome — small, central, faintly coloured. Cytoplasm: clear, shiny when unstained; pale yellowish-green or bluish after staining with iodine solution. Fibril: shiny, hair-like line, folded in two or S-shaped, placed lengthwise in the centre of the cyst (adjust the microscope). Chilomastix mesnili (Fig. 4.31) Size: 6–8mm. Shape: round, one pole tapered (similar to a pear). Nucleus: a single, large nucleus: membrane — clearly seen, thick in parts karyosome — small and central. Fibril: twisted, like a curled hair. Identifi cation of cysts of ciliates Balantidium coli (Fig."
T_00192,190,225,"Cytoplasm: clear, shiny when unstained; pale yellowish-green or bluish after staining with iodine solution. Fibril: shiny, hair-like line, folded in two or S-shaped, placed lengthwise in the centre of the cyst (adjust the microscope). Chilomastix mesnili (Fig. 4.31) Size: 6–8mm. Shape: round, one pole tapered (similar to a pear). Nucleus: a single, large nucleus: membrane — clearly seen, thick in parts karyosome — small and central. Fibril: twisted, like a curled hair. Identifi cation of cysts of ciliates Balantidium coli (Fig. 4.32) Size: 50–70mm (the size of an Ascaris lumbricoides egg). Shape: round. Shell: thin, double wall. Nuclei: a large kidney-shaped nucleus next to a small round nucleus. Cytoplasm: granular, greenish, filled with inclusion bodies. Often the trophozoite form (see page 119) can be seen faintly inside. Fig. 4.29 Iodamoeba butschlii cysts Fig. 4.30 Giardia intestinalis cysts Fig. 4.31 Chilomastix mesnili cysts Fig. 4.32 Balantidium coli cyst <> 122 Manual of basic techniques for a health laboratory Coccidia (Fig. 4.33) Coccidia are protozoa that may be parasites of humans (without causing any significant pathogenic effects) or may be found in transit in the stools of people who have consumed infected food (fish, rabbit, etc.). They appear in the stools in a form resembling cysts (and are called oocysts or sporocysts). Size: 15–20mm, depending on the species. Shape: an elongated oval, sometimes tapered at one pole."
T_00193,191,273,"cysts Fig. 4.31 Chilomastix mesnili cysts Fig. 4.32 Balantidium coli cyst <> 122 Manual of basic techniques for a health laboratory Coccidia (Fig. 4.33) Coccidia are protozoa that may be parasites of humans (without causing any significant pathogenic effects) or may be found in transit in the stools of people who have consumed infected food (fish, rabbit, etc.). They appear in the stools in a form resembling cysts (and are called oocysts or sporocysts). Size: 15–20mm, depending on the species. Shape: an elongated oval, sometimes tapered at one pole. Colour: colourless and transparent (or occasionally pale yellow). Shell: a quite distinct, slightly shiny double line; sometimes an operculum is present at one pole. There are three types of coccidia (see Fig. 4.33): (a) containing four sporozoites (small banana-shaped rods), each with a small round nucleus; sometimes a few large granules are clustered at one pole; (b) containing one large round granular cell; (c) containing shiny granules completely filling the interior. Microscopic examination of cysts Preparation in saline wet mount Cysts can be seen as transparent shiny globules standing out clearly against a grey background. They have well-defined shells. Using the ¥ 40 objective, look for shiny round objects with a diameter roughly equal to 1–3 erythrocytes. Chromatoid bodies Look also for chromatoid bodies (rod-shaped structures). Chromatoid bodies are more distinct in saline mounts than in iodine mounts. These bodies are characteristic in appearance and occur in cysts of Entamoeba histolytica and E. coli. The rod- shaped chromatoid bodies of E. histolytica have blunt rounded ends; those of E. coli have pointed ends. These chromatoid bodies are seen less frequently in cysts of E."
T_00194,192,274,"in saline wet mount Cysts can be seen as transparent shiny globules standing out clearly against a grey background. They have well-defined shells. Using the ¥ 40 objective, look for shiny round objects with a diameter roughly equal to 1–3 erythrocytes. Chromatoid bodies Look also for chromatoid bodies (rod-shaped structures). Chromatoid bodies are more distinct in saline mounts than in iodine mounts. These bodies are characteristic in appearance and occur in cysts of Entamoeba histolytica and E. coli. The rod- shaped chromatoid bodies of E. histolytica have blunt rounded ends; those of E. coli have pointed ends. These chromatoid bodies are seen less frequently in cysts of E. coli than in those of E. histolytica. Nuclei Nuclei are not easily visible in saline mounts but are clearly seen in iodine mounts. The appearance of the nucleus is important in differentiating between species of amoeba. Therefore, if cysts (or cyst-like bodies) are seen in the saline mount, examine an iodine mount. Fig. 4.33 Types of coccidia a: Containing four sporozoites and occasionally a few large granules clustered at one pole; b: containing one large round granular cell; c: containing refractive granules completely fi lling the interior. <> 4. Parasitology 123 Measurement Accurate measurement of cysts is essential for their correct identification. Measure any cysts you find; if possible use a calibrated graticule in the eyepiece (see section 3.1.1, page 56). Preparation in iodine wet mount Iodine mounts are used to detect cysts of amoebae and flagellates. Cysts can be detected with the ¥ 10 objective. Use the ¥ 40 objective to see the characteristics of the cysts and measure them to ensure correct identi fication."
T_00195,193,261,"at one pole; b: containing one large round granular cell; c: containing refractive granules completely fi lling the interior. <> 4. Parasitology 123 Measurement Accurate measurement of cysts is essential for their correct identification. Measure any cysts you find; if possible use a calibrated graticule in the eyepiece (see section 3.1.1, page 56). Preparation in iodine wet mount Iodine mounts are used to detect cysts of amoebae and flagellates. Cysts can be detected with the ¥ 10 objective. Use the ¥ 40 objective to see the characteristics of the cysts and measure them to ensure correct identi fication. Iodine stains the cytoplasm of the cysts yellow or light brown; nuclei are stained dark brown. When cysts of Entamoeba spp. are stained with iodine, the arrangement of the peripheral chromatin and the position of the karyosome can be seen. (If the peripheral chromatin is absent, the cyst is not a species of Entamoeba.) These peripheral chromatoid bodies stain light yellow and may not be very clear. Sometimes, young cysts contain glycogen; this stains dark brown with iodine. Staining flagellate cysts with iodine enables the fibrils (filaments) to be seen. Cysts of several different species may be found in the same stool specimen. Concentration If necessary, use the formaldehyde–ether sedimentation technique (see section 4.5.2) to examine a larger number of cysts for more certain identi fication. Eosin stain for faecal trophozoites and cysts See section 4.3.1, page 117. Modified Ziehl–Neelsen technique for staining oocysts of Cryptosporidium spp. Infections with Cryptosporidium spp. cause fever, abdominal cramps, diarrhoea and weight loss with an associated eosinophilia."
T_00196,194,234,"cysts with iodine enables the fibrils (filaments) to be seen. Cysts of several different species may be found in the same stool specimen. Concentration If necessary, use the formaldehyde–ether sedimentation technique (see section 4.5.2) to examine a larger number of cysts for more certain identi fication. Eosin stain for faecal trophozoites and cysts See section 4.3.1, page 117. Modified Ziehl–Neelsen technique for staining oocysts of Cryptosporidium spp. Infections with Cryptosporidium spp. cause fever, abdominal cramps, diarrhoea and weight loss with an associated eosinophilia. In severe cases, a malabsorption syndrome may develop. Cryptosporidiosis causes self-limiting diarrhoea in children. It is a recognized cause of chronic diarrhoea in adults with lowered immunity, e.g. patients with acquired immunodeficiency syndrome (AIDS). Cryptosporidiosis should be suspected in patients with chronic diarrhoea and weight loss, for which no other cause can be found. Materials and reagents G Microscope G Microscope slides G Slide rack G Petri disk G Cotton wool G Sodium chloride, 0.85% solution (reagent no. 53) G Formaldehyde, 37% solution (formalin) G Carbol fuchsin for Ziehl –Neelsen stain (reagent no. 16) G Acid–ethanol for Ziehl–Neelsen stain (reagent no. 5) G Malachite green, 1% solution (see reagent no. 31) G Methanol. <> 124 Manual of basic techniques for a health laboratory Fig. 4.34 Cryptosporidium spp. oocysts Method 1. Emulsify a small amount of faeces in saline on a clean slide. Spread over an area of approximately 2cm ¥ 1cm."
T_00197,195,260,"reagent no. 53) G Formaldehyde, 37% solution (formalin) G Carbol fuchsin for Ziehl –Neelsen stain (reagent no. 16) G Acid–ethanol for Ziehl–Neelsen stain (reagent no. 5) G Malachite green, 1% solution (see reagent no. 31) G Methanol. <> 124 Manual of basic techniques for a health laboratory Fig. 4.34 Cryptosporidium spp. oocysts Method 1. Emulsify a small amount of faeces in saline on a clean slide. Spread over an area of approximately 2cm ¥ 1cm. 2. Allow the smear to dry before fixing in absolute methanol for 5 minutes. If the patient is known to be, or suspected of being, positive for human immunodeficiency virus (HIV), fix the smear in formalin vapour for 15 minutes by placing the slide in a Petri dish with a cotton wool ball soaked in formalin. 3. Flood the slide with carbol fuchsin for 5 minutes. Wash the stain off with water. 4. Flood the slide with acid –ethanol solution to decolorize until faint pink. Wash the slide in water. 5. Counterstain the slide with malachite green solution for 2 minutes. Wash in water and place in a slide rack to drain and dry. Examine the slide under the microscope using the ¥ 40 objective. Oocysts of Cryptosporidium spp. stained by this method may show a variety of stain reactions from pale pink to deep red. The oocysts measure 4–6mm. The sporozoites within the oocysts have an outer rim of deep stained material with a pale centre (Fig. 4.34). This differentiates oocysts from some yeasts which may stain red but have a homogeneous smooth appearance."
T_00198,196,254,"decolorize until faint pink. Wash the slide in water. 5. Counterstain the slide with malachite green solution for 2 minutes. Wash in water and place in a slide rack to drain and dry. Examine the slide under the microscope using the ¥ 40 objective. Oocysts of Cryptosporidium spp. stained by this method may show a variety of stain reactions from pale pink to deep red. The oocysts measure 4–6mm. The sporozoites within the oocysts have an outer rim of deep stained material with a pale centre (Fig. 4.34). This differentiates oocysts from some yeasts which may stain red but have a homogeneous smooth appearance. Note: Cryptosporidium spp. belong to a group of parasites called coccidia (see page 122). Other parasites of this group are: — Isospora belli — T oxoplasma gondii — Plasmodium spp. The oocysts of Cryptosporidium spp. are highly resistant to disinfecting agents. Features not to be mistaken for cysts Fungi (Fig. 4.35) Size: 5–8mm. Shape: oval, often with buds. Colour: reddish-brown after staining with iodine solution. Content: often an eccentric cluster of 3 –6 small granules. Some forms of fungi (arthrospores) are rectangular, with a very clear oval cytoplasm inside. Blastocystis hominis (yeast) (Fig. 4.36) Size: 5–20mm (average 10 mm). <> 4. Parasitology 125 Shape: round or oval, sometimes with angular irregular edges. Colour: very shiny when unstained; the vacuole is not stained by iodine solution, but the periphery is pale yellow. Content: one large vacuole taking up almost the whole cell; the compressed cytoplasm forms a granular ring round it."
T_00199,197,265,"solution. Content: often an eccentric cluster of 3 –6 small granules. Some forms of fungi (arthrospores) are rectangular, with a very clear oval cytoplasm inside. Blastocystis hominis (yeast) (Fig. 4.36) Size: 5–20mm (average 10 mm). <> 4. Parasitology 125 Shape: round or oval, sometimes with angular irregular edges. Colour: very shiny when unstained; the vacuole is not stained by iodine solution, but the periphery is pale yellow. Content: one large vacuole taking up almost the whole cell; the compressed cytoplasm forms a granular ring round it. Some physicians request that the presence of B. hominis be reported, particularly in children ’s stools. Leukocytes (white blood cells) (Fig. 4.37) Size: 10–20mm. Shape: round or slightly elongated, with an irregular outline. Nucleus : indistinct, sometimes with a star-shaped “false karyosome”. Content: shiny cytoplasm, clear and granular with tiny vacuoles. Pus (Fig. 4.38) Pus appears to the naked eye as opaque, greyish streaks (not transparent like mucus). Under the microscope it appears as a mass of degenerated leukocytes. The presence of pus should be reported as it is a sign of infection. Fig. 4.35 Fungi Fig. 4.36 Blastocystis hominis 4.4 Intestinal helminths Helminth infections cause a variety of clinical symptoms including abdominal cramps, fever, weight loss, vomiting, appendicitis, blood loss, anaemia and eosinophilia. There are three groups of medically important helminths: — nematodes (roundworms) — cestodes (tapeworms) — trematodes (flukes). Helminth infections are usually diagnosed by detecting eggs and larvae. Less frequently, infections are diagnosed by detecting adult worms (e.g. Ascaris lumbricoides and Enterobius vermicularis ) or proglottids (segments) of adult worms (e.g. T aenia saginata and T."
T_00200,198,251,"4.4 Intestinal helminths Helminth infections cause a variety of clinical symptoms including abdominal cramps, fever, weight loss, vomiting, appendicitis, blood loss, anaemia and eosinophilia. There are three groups of medically important helminths: — nematodes (roundworms) — cestodes (tapeworms) — trematodes (flukes). Helminth infections are usually diagnosed by detecting eggs and larvae. Less frequently, infections are diagnosed by detecting adult worms (e.g. Ascaris lumbricoides and Enterobius vermicularis ) or proglottids (segments) of adult worms (e.g. T aenia saginata and T. solium). However, for most helminth infections, eggs are used for identification. Fig. 4.37 Leukocytes Fig. 4.38 Pus <> 126 Manual of basic techniques for a health laboratory 4.4.1 Identifi cation of eggs The characteristics used to identify eggs of helminth species are as follows: Size The length and width are measured and are generally within a speci fic range. Shape Each species has its own particular shape. Stage of development when passed The eggs of some species consist of a single cell, some eggs have several cells, and some eggs are usually embryonated, i.e. they contain a larva. Occasionally, if stool specimens are 1 –2 days old, eggs may develop to more advanced stages. Ascaris lumbricoides (roundworm) eggs usually have only one cell when passed in the faeces; however, the single cell may divide and, in specimens over 12 hours old, eggs with two or four cells may be seen. Ancylostoma duodenale or Necator americanus (hookworm) eggs present in specimens that are several hours old may contain 16, 32 or more cells."
T_00201,199,288,"Stage of development when passed The eggs of some species consist of a single cell, some eggs have several cells, and some eggs are usually embryonated, i.e. they contain a larva. Occasionally, if stool specimens are 1 –2 days old, eggs may develop to more advanced stages. Ascaris lumbricoides (roundworm) eggs usually have only one cell when passed in the faeces; however, the single cell may divide and, in specimens over 12 hours old, eggs with two or four cells may be seen. Ancylostoma duodenale or Necator americanus (hookworm) eggs present in specimens that are several hours old may contain 16, 32 or more cells. After 12 –24 hours, the eggs may be embryonated and later still the larvae may hatch. When observing the stage of development of helminth eggs, be sure that the stool specimen is freshly passed. If it is several hours or a day old, expect to see changes in the stage of development of some species. Ideally only fresh samples should be accepted for diagnosis. Thickness of the egg shell The eggs of some species such as Ascaris lumbricoides have thick shells, whereas others such as Ancylostoma duodenale or Necator americanus have thin shells. Colour The eggs of some species such as Ancylostoma duodenale, Necator americanus and Enterobius vermicularis are colourless, whereas others such as Ascaris lumbricoides and Trichuris trichiura are yellow or brown. Other characteristics The presence of characteristics such as opercula (lids), spines, plugs, hooklets or mammilated outer coats can also be aids to identi fication. If an egg or an object that looks like an egg is found, the above-mentioned characteristics should be carefully observed in order to make a speci fic identi fication. Occasionally, atypical or distorted eggs are seen."
T_00202,199,361,"ale or Necator americanus have thin shells. Colour The eggs of some species such as Ancylostoma duodenale, Necator americanus and Enterobius vermicularis are colourless, whereas others such as Ascaris lumbricoides and Trichuris trichiura are yellow or brown. Other characteristics The presence of characteristics such as opercula (lids), spines, plugs, hooklets or mammilated outer coats can also be aids to identi fication. If an egg or an object that looks like an egg is found, the above-mentioned characteristics should be carefully observed in order to make a speci fic identi fication. Occasionally, atypical or distorted eggs are seen. In such cases, it is necessary to look for more typical forms in order to make a reliable diagnosis. Remember that more than one species of helminth may be present in a patient. Measurement of eggs G 1 micrometre (1 mm) = 0.001mm. The size in mm given in this manual is that of the long side of the egg. The size can be estimated by comparison with that of an erythrocyte, which measures 7.5–8mm. <> 4. Parasitology 127 G The size can be assessed in relation to the microscope field: — if a ¥ 10 objective is used, the egg takes up about one-tenth of the field — if a ¥ 40 objective is used, the egg takes up about one-third of the field. G The egg can be measured by inserting a micrometer scale slide in the eyepiece of the microscope. One division of the scale using the ¥ 10 objective and the ¥ 10 eyepiece = 1mm. G Another method of measuring is to compare the egg with one of another species common in the locality whose size under the microscope is known (e.g. Ascaris lumbricoides). How to recognize eggs The method recommended is: G Establish the probable identity of the egg from its general appearance. G Make a systematic study of all the characteristics of the egg to con firm its identity. In order to gain experience (if possible, under the guidance of an instructor): — study the different eggs found in your locality; — identify, one by one, all the characteristics of each egg as described in this manual."
T_00203,200,302,"microscope. One division of the scale using the ¥ 10 objective and the ¥ 10 eyepiece = 1mm. G Another method of measuring is to compare the egg with one of another species common in the locality whose size under the microscope is known (e.g. Ascaris lumbricoides). How to recognize eggs The method recommended is: G Establish the probable identity of the egg from its general appearance. G Make a systematic study of all the characteristics of the egg to con firm its identity. In order to gain experience (if possible, under the guidance of an instructor): — study the different eggs found in your locality; — identify, one by one, all the characteristics of each egg as described in this manual. Table 4.5 lists the helminth species whose eggs are found in stools. The terms used for the identification of helminth eggs and a key to their identification are given in Figs. 4.39 and 4.40, respectively. Fig. 4.41 shows the relative sizes of helminth eggs. Ancylostoma duodenale Size: 50–80mm. Shape: oval with rounded slightly flattened poles (one pole often more flattened than the other). Shell: very thin; appears as a black line. Content: varies according to the degree of maturity. Colour: pale grey; dark brown after staining with iodine solution. Type A (in fresh stools) (Fig. 4.42) Four, eight or 16 grey granular cells, clear but not shiny (blastomeres). Type B (in stools a few hours old) (Fig. 4.43) A uniform mass of many small grey granular cells. Type C (in stools 12–48 hours old) (Fig. 4.44) The whole of the egg is filled by a small larva (the future worm), wrapped around itself. The egg is “embryonate”. Ascaris lumbricoides There are four types of Ascaris egg: G A: fertilized egg with double shell. G B: unfertilized egg with double shell."
T_00204,200,250,"in fresh stools) (Fig. 4.42) Four, eight or 16 grey granular cells, clear but not shiny (blastomeres). Type B (in stools a few hours old) (Fig. 4.43) A uniform mass of many small grey granular cells. Type C (in stools 12–48 hours old) (Fig. 4.44) The whole of the egg is filled by a small larva (the future worm), wrapped around itself. The egg is “embryonate”. Ascaris lumbricoides There are four types of Ascaris egg: G A: fertilized egg with double shell. G B: unfertilized egg with double shell. <> 128 Manual of basic techniques for a health laboratory Table 4.5 Helminth species whose eggs are found in stools Scientifi c name Geographical distribution Ancylostoma duodenale Worldwide Ascaris lumbricoides Worldwide Clonorchis sinensis South-east Asia Dicrocoelium dendriticum, Dicrocoelium hospes Worldwide Diphyllobothrium latum Worldwide Dipylidium caninum Worldwide Enterobius vermicularis Worldwide Fasciola gigantica Worldwide Fasciola hepatica Worldwide Fasciolopsis buski Eastern and southern Asia Heterophyes heterophyes South-east Asia, eastern Mediterranean Hymenolepis diminuta Worldwide Hymenolepis nana Worldwide Metagonimus yokogawai Eastern and southern Asia, central and eastern Europe Necator americanus Worldwide Opisthorchis felineus Eastern and southern Asia, central and eastern Europe Paragonimus westermani a Central Africa, South America, eastern and southern Asia Schistosoma haematobium b Africa, eastern Mediterranean Schistosoma intercalatum Africa Schistosoma japonicum Eastern and southern Asia Schistosoma mansoni Africa (south of the Sahara), Central and South America, the Caribbean Schistosoma mekongi South-east Asia Strongyloides stercoralis c Worldwide Taenia saginata Worldwide Taenia solium Worldwide Trichostrongylus (various species) Asia Trichuris trichiura Worldwide a Found mainly in sputum."
T_00205,201,230,"Europe Necator americanus Worldwide Opisthorchis felineus Eastern and southern Asia, central and eastern Europe Paragonimus westermani a Central Africa, South America, eastern and southern Asia Schistosoma haematobium b Africa, eastern Mediterranean Schistosoma intercalatum Africa Schistosoma japonicum Eastern and southern Asia Schistosoma mansoni Africa (south of the Sahara), Central and South America, the Caribbean Schistosoma mekongi South-east Asia Strongyloides stercoralis c Worldwide Taenia saginata Worldwide Taenia solium Worldwide Trichostrongylus (various species) Asia Trichuris trichiura Worldwide a Found mainly in sputum. b Found mainly in urine. c Found mainly as larvae in stools. G C: semi-decorticated fertilized egg (less frequent). G D: semi-decorticated unfertilized egg (very rare). Type A. Fertilized egg with double shell (Fig. 4.45) Size: 45–70mm. Shape: oval or sometimes round. Shell: the two shells are distinct: — the external shell is rough, brown and covered with small lumps (mamillated) — the internal shell is smooth, thick and colourless . Content: a single round granular central mass. Colour: external shell — brown; content — colourless or pale yellow. <> 4. Parasitology 129 Fig. 4.39 Terms used for the identi fi cation of helminth eggs <> 130 Manual of basic techniques for a health laboratory Fig. 4.40 Key to the identi fi cation of helminth eggs Eggs Encapsulated?Not encapsulated Encapsulated (30–40 μm x 25–50 μm) With or without plugs? Without plugs With or without operculum? Without operculum With or without spine?"
T_00206,203,242,"the internal shell is smooth, thick and colourless . Content: a single round granular central mass. Colour: external shell — brown; content — colourless or pale yellow. <> 4. Parasitology 129 Fig. 4.39 Terms used for the identi fi cation of helminth eggs <> 130 Manual of basic techniques for a health laboratory Fig. 4.40 Key to the identi fi cation of helminth eggs Eggs Encapsulated?Not encapsulated Encapsulated (30–40 μm x 25–50 μm) With or without plugs? Without plugs With or without operculum? Without operculum With or without spine? With operculum Length of egg? Length <35 μm With or without shouldering? Without shouldering Elongated (25–35 μm x 8–12 μm) Opisthorchis felineus (posterior end with pointed terminal knob) Thin shell (25–30 μm x 15–20 μm) Metagonimus yokogawai With shouldering Marked shouldering (25–45 μm x 10–22 μm) Clonorchis sinensis (posterior end broad and round) Less distinct shouldering, broad operculum (25–30 μm x 15–17 μm) Length 35–120 μm Ovoid, thick shell, golden yellow, not embryonated (55–80 μm x 40–50 μm) Diphyllobothrium latum Ovoid, thick shell, golden brown, not embryonated Flattened operculum? Yes Paragonimus westermani (65–120 μm x 40–50 μm) No Echinostoma sp. (80–120 μm x 55–90 μm) Length >120 μm Ovoid, thick shell, yellowish brown Fasciola hepatica (130–145 μm x 70–90 μm) Fasciolopsis buski (125–140 μm x 70–90 μm) With plugs Clearly protruding plugs (50–65 μm x 20–30 μm) Trichuris trichiura No clearly protruding plugs, lemon-shaped (35–45 μm x 20–30 μm) Slightly narrowing in middle?"
T_00207,205,207,"? Yes Paragonimus westermani (65–120 μm x 40–50 μm) No Echinostoma sp. (80–120 μm x 55–90 μm) Length >120 μm Ovoid, thick shell, yellowish brown Fasciola hepatica (130–145 μm x 70–90 μm) Fasciolopsis buski (125–140 μm x 70–90 μm) With plugs Clearly protruding plugs (50–65 μm x 20–30 μm) Trichuris trichiura No clearly protruding plugs, lemon-shaped (35–45 μm x 20–30 μm) Slightly narrowing in middle? No Capillaria hepatica Ye s Capillaria philippinensis Dipylidium caninum Heterophyes heterophyes (small knob at posterior end) <> 4. Parasitology 131 <> 132 Manual of basic techniques for a health laboratory Fig. 4.41 Relative sizes of helminth eggs a aSchistosoma intercalatum and S. mekongi have been omitted. <> 4. Parasitology 133 Type B. Unfertilized egg with double shell (Fig. 4.46) Size: 45–90mm (larger than type A). Shape: more elongated than type A (elliptical or irregular). Shell: the two shells are indistinct: — the external shell is brown and puffy, with rather jagged lumps — the internal shell is thin (one or two lines may be visible). Content: the egg is full of large, round, very shiny granules. Type C. Semi-decorticated fertilized egg (Fig. 4.47) Similar to type A but without the external shell. Shell: single, smooth, thick and colourless (or very pale yellow)."
